username,noEdits,noItems,noBatchEdits,noOntoEdits,noPropEdits,noCommEdits,noTaxoEdits,minTime,timeframe,userAge
Gereon K.,1,1,0.0,0.0,0.0,0.0,0,2012-12-05 15:20:17,2013-02-01,1376.0
132.185.160.96,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Druyts.t,1,1,0.0,0.0,0.0,0.0,0,2013-01-17 10:59:41,2013-02-01,349.0
Eleassar,1,1,0.0,0.0,0.0,0.0,0,2006-11-14 12:49:54,2013-02-01,54491.0
Sanandros,1,1,0.0,0.0,0.0,0.0,0,2013-01-05 19:52:00,2013-02-01,628.0
Wizardist,1,1,0.0,0.0,0.0,0.0,0,2012-10-30 11:08:13,2013-02-01,2244.0
195.240.7.119,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Chriki,1,1,0.0,0.0,0.0,0.0,0,2013-01-25 13:50:07,2013-02-01,154.0
151.16.166.57,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Ladsgroup,1,1,0.0,0.0,0.0,2.0,0,2012-11-20 12:35:03,2013-02-01,1739.0
Yera,1,1,0.0,0.0,0.0,0.0,0,2013-01-30 19:45:36,2013-02-01,28.0
Scwlong,1,1,0.0,0.0,0.0,0.0,0,2013-01-16 22:28:05,2013-02-01,361.0
176.250.104.178,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
151.29.139.50,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
116.203.78.106,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
85.18.180.31,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
ONaNcle,1,1,0.0,0.0,0.0,0.0,0,2013-01-11 22:35:48,2013-02-01,481.0
92.156.54.145,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Strobilomyces,1,1,0.0,0.0,0.0,0.0,0,2013-01-20 22:01:00,2013-02-01,265.0
77.168.228.230,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
T.A Shirakawa,1,1,0.0,0.0,0.0,0.0,0,2012-12-30 12:15:13,2013-02-01,779.0
79.217.163.96,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
NMaia,1,1,0.0,0.0,0.0,0.0,0,2012-12-25 23:13:53,2013-02-01,888.0
2A01:E35:2F7A:4230:7DB0:57E9:3E15:DD17,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Makecat,1,1,0.0,0.0,0.0,1.0,0,2012-12-16 10:40:37,2013-02-01,1117.0
Newreaderx,1,1,0.0,0.0,0.0,0.0,0,2013-01-21 15:30:51,2013-02-01,248.0
BRUTE,1,1,0.0,0.0,0.0,0.0,0,2010-01-25 11:54:49,2013-02-01,26460.0
132.64.40.22,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
213.54.168.15,1,1,0.0,0.0,0.0,1.0,0,0,2013-02-01,0.0
Yzelf,1,1,0.0,0.0,0.0,0.0,0,2013-01-04 09:20:46,2013-02-01,662.0
Xqt,1,1,0.0,0.0,0.0,1.0,0,2013-01-16 13:30:41,2013-02-01,370.0
Mauro742,1,1,0.0,0.0,0.0,0.0,0,2012-10-31 20:01:27,2013-02-01,2211.0
188.143.105.14,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Reza1615,1,1,1.0,0.0,0.0,2.0,0,2013-01-18 21:01:12,2013-02-01,314.0
Robertocaiazzo1987,1,1,0.0,0.0,0.0,0.0,0,2013-01-18 21:08:35,2013-02-01,314.0
Kroji,1,1,0.0,0.0,0.0,0.0,0,2013-01-22 21:48:26,2013-02-01,218.0
50.129.108.156,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Velocitas,1,1,0.0,0.0,0.0,0.0,0,2012-12-11 19:45:47,2013-02-01,1228.0
CoMePrAdZ,1,1,0.0,0.0,0.0,1.0,0,2013-01-24 17:07:19,2013-02-01,174.0
Engeltr,1,1,0.0,0.0,0.0,0.0,0,2012-10-31 17:36:18,2013-02-01,2214.0
195.245.53.98,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
80.137.82.29,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
92.46.211.161,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
24.43.240.74,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
174.62.205.83,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Christer T Johansson,1,1,0.0,0.0,0.0,0.0,0,2013-01-16 18:49:39,2013-02-01,365.0
Ninja Wizard,1,1,0.0,0.0,0.0,0.0,0,2013-01-16 15:09:42,2013-02-01,368.0
78.127.63.145,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
217.131.141.195,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
109.48.74.63,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
89.182.169.114,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
84.122.243.117,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
91.120.105.213,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
109.74.53.85,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
189.206.79.252,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Walter Holden-Belmont,1,1,0.0,0.0,0.0,0.0,0,2013-01-12 19:00:34,2013-02-01,460.0
37.24.183.238,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Mahdiz,1,1,0.0,0.0,0.0,1.0,0,2013-01-20 18:38:52,2013-02-01,269.0
93.219.14.129,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Spatvolts,1,1,0.0,0.0,0.0,0.0,0,2013-01-13 02:20:07,2013-02-01,453.0
85.67.78.43,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
41.105.113.135,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
217.253.10.113,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
95.140.43.125,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
84.3.7.49,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
David1217,1,1,0.0,0.0,0.0,0.0,0,2012-07-31 01:23:22,2013-02-01,4438.0
Nemo bis,1,1,0.0,0.0,0.0,6.0,0,2012-10-31 20:34:33,2013-02-01,2211.0
Dj,1,1,0.0,0.0,0.0,0.0,0,2013-01-25 11:31:28,2013-02-01,156.0
95.237.124.111,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
212.149.221.247,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
151.16.17.231,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
HGK745,1,1,0.0,0.0,0.0,0.0,0,2013-01-19 00:30:04,2013-02-01,311.0
Battila27,1,1,0.0,0.0,0.0,0.0,0,2013-01-22 21:37:11,2013-02-01,218.0
212.201.21.191,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Bazsi96,1,1,0.0,0.0,0.0,0.0,0,2013-01-26 19:15:52,2013-02-01,124.0
151.54.94.181,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Christoph Jackel (WMDE),1,1,0.0,0.0,0.0,0.0,0,2013-01-15 16:16:27,2013-02-01,391.0
86.45.191.101,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Theomanou,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 17:16:42,2013-02-01,6.0
92.195.27.154,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
88.134.62.4,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
82.52.122.191,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
93.86.242.169,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
^musaz,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 23:47:52,2013-02-01,0.0
Dcljr,1,1,0.0,0.0,0.0,8.0,0,2013-01-17 00:22:07,2013-02-01,359.0
157.158.188.29,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
41.174.65.225,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
82.154.214.124,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
217.133.208.72,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Omda4wady,1,1,0.0,0.0,0.0,1.0,0,2013-01-24 09:17:09,2013-02-01,182.0
Mps,1,1,0.0,0.0,0.0,0.0,0,2012-11-14 15:29:26,2013-02-01,1880.0
109.48.77.99,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Accurimbono,1,1,0.0,0.0,0.0,0.0,0,2013-01-23 08:38:56,2013-02-01,207.0
Gabbg82,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 20:01:16,2013-02-01,3.0
Túrelio,1,1,0.0,0.0,0.0,0.0,0,2013-01-13 02:41:07,2013-02-01,453.0
37.238.25.51,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
78.53.14.1,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
101.175.59.92,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
182.179.122.47,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Grille Chompa,1,1,0.0,0.0,0.0,0.0,0,2013-01-15 14:26:36,2013-02-01,393.0
84.2.218.127,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
87.151.32.159,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
77.195.65.139,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Ambient002,1,1,0.0,0.0,0.0,0.0,0,2013-01-21 13:20:19,2013-02-01,250.0
175.110.109.197,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Robert Laymont,1,1,0.0,0.0,0.0,5.0,0,2013-01-05 10:47:09,2013-02-01,637.0
Plani,1,1,0.0,0.0,0.0,0.0,0,2012-12-03 10:30:24,2013-02-01,1429.0
Gyimhu,1,1,0.0,0.0,0.0,0.0,0,2013-01-27 22:19:48,2013-02-01,97.0
Peyot,1,1,0.0,0.0,0.0,0.0,0,2013-01-02 19:02:56,2013-02-01,700.0
31.46.57.222,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Nataev,1,1,0.0,0.0,0.0,0.0,0,2013-01-25 19:41:13,2013-02-01,148.0
188.24.54.129,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Gce,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 11:47:44,2013-02-01,12.0
88.64.218.183,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Jafeluv,1,1,0.0,0.0,0.0,0.0,0,2011-07-22 11:18:54,2013-02-01,13428.0
DerHexer,1,1,0.0,0.0,0.0,0.0,0,2009-03-05 14:45:18,2013-02-01,34281.0
Broc,1,1,0.0,0.0,0.0,0.0,0,2013-01-12 18:34:14,2013-02-01,461.0
92.249.131.129,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
70.171.206.245,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
188.154.8.41,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Parley Yang,1,1,0.0,0.0,0.0,0.0,0,2013-01-18 06:17:11,2013-02-01,329.0
El Grafo,1,1,0.0,0.0,0.0,0.0,0,2012-12-03 12:58:40,2013-02-01,1427.0
171.77.185.28,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
86.67.232.63,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
RepliCarter,1,1,0.0,0.0,0.0,0.0,0,2013-01-18 21:01:08,2013-02-01,314.0
Pheonixter,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 06:52:57,2013-02-01,17.0
82.243.76.111,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
210.56.111.250,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
149.62.6.144,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Galeksandrp,1,1,0.0,0.0,0.0,0.0,0,2013-01-21 22:25:54,2013-02-01,241.0
Micru,1,1,0.0,0.0,0.0,7.0,0,2013-01-21 16:33:47,2013-02-01,247.0
Tobijat,1,1,0.0,0.0,0.0,0.0,0,2012-11-02 09:04:23,2013-02-01,2174.0
Peter17,1,1,0.0,0.0,0.0,0.0,0,2012-12-03 15:58:43,2013-02-01,1424.0
84.175.79.180,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Shizhao,1,1,0.0,0.0,0.0,0.0,0,2012-11-02 19:32:11,2013-02-01,2164.0
115.118.7.146,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
109.48.74.236,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Rago,1,1,0.0,0.0,0.0,0.0,0,2012-10-30 19:25:12,2013-02-01,2236.0
Масіму,1,1,0.0,0.0,0.0,0.0,0,2013-01-15 18:43:55,2013-02-01,389.0
Nicombo,1,1,0.0,0.0,0.0,1.0,0,2013-01-16 13:54:38,2013-02-01,370.0
77.201.255.40,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Ricordisamoa,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 00:15:56,2013-02-01,23.0
MF-Warburg,1,1,0.0,0.0,0.0,0.0,0,2012-10-30 16:27:56,2013-02-01,2239.0
85.56.219.224,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
90.39.174.208,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Utar,1,1,0.0,0.0,0.0,13.0,0,2013-01-18 15:19:05,2013-02-01,320.0
Carlomorino,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 12:59:26,2013-02-01,11.0
120.18.78.226,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Floorfish,1,1,0.0,0.0,0.0,0.0,0,2013-01-07 21:31:59,2013-02-01,578.0
Robot Monk,1,1,0.0,0.0,0.0,1.0,0,2012-11-01 08:29:46,2013-02-01,2199.0
194.6.239.30,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
217.235.249.98,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Zt610152145,1,1,0.0,0.0,0.0,0.0,0,2012-11-18 18:28:15,2013-02-01,1781.0
87.13.77.228,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
1Veertje,1,1,0.0,0.0,0.0,0.0,0,2013-01-23 10:06:41,2013-02-01,205.0
109.48.75.131,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
117.204.69.157,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
89.247.70.175,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Sternax,1,1,0.0,0.0,0.0,0.0,0,2013-01-30 20:45:34,2013-02-01,27.0
93.36.114.158,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
137.147.56.85,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
