username,noEdits,noItems,noBatchEdits,noOntoEdits,noPropEdits,noCommEdits,noTaxoEdits,minTime,timeframe,userAge
MisterSynergy,22,22,0.0,0.0,0.0,0.0,0,2012-12-23 16:56:32,2013-02-01,943.0
Edinwiki,22,13,0.0,0.0,0.0,5.0,0,2012-12-14 00:59:10,2013-02-01,1175.0
Romero,21,12,0.0,0.0,0.0,1.0,0,2012-10-30 22:20:46,2013-02-01,2233.0
Rayx,21,16,0.0,0.0,0.0,0.0,0,2012-12-04 12:42:52,2013-02-01,1403.0
Courcelles,20,7,0.0,0.0,0.0,4.0,0,2010-09-12 02:17:16,2013-02-01,20949.0
WaitingForConnection,20,8,0.0,0.0,0.0,14.0,0,2012-10-31 17:09:29,2013-02-01,2214.0
Lepido,20,12,0.0,0.0,0.0,0.0,0,2013-01-29 18:38:12,2013-02-01,53.0
Nurick,20,3,0.0,0.0,0.0,0.0,0,2013-01-30 23:57:16,2013-02-01,24.0
213.54.186.198,19,16,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Janjko,19,10,0.0,0.0,0.0,1.0,0,2012-10-30 21:19:03,2013-02-01,2234.0
Kokoo,19,8,0.0,0.0,0.0,0.0,0,2013-01-15 15:24:35,2013-02-01,392.0
Eladk,19,15,0.0,0.0,0.0,0.0,0,2013-01-31 12:05:25,2013-02-01,11.0
Danmichaelo,18,17,0.0,0.0,0.0,74.0,0,2011-07-10 11:57:23,2013-02-01,13716.0
Raystorm,18,5,0.0,0.0,0.0,2.0,0,2012-10-30 18:36:13,2013-02-01,2237.0
188.105.31.191,18,18,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
SimmeD,18,8,0.0,0.0,0.0,1.0,0,2012-11-30 18:11:56,2013-02-01,1493.0
Detcin,18,18,0.0,0.0,0.0,0.0,0,2012-12-11 13:37:26,2013-02-01,1234.0
Atamari,18,10,0.0,0.0,0.0,0.0,0,2012-12-23 17:42:38,2013-02-01,942.0
Carsrac,18,12,0.0,0.0,0.0,0.0,0,2013-01-31 12:39:03,2013-02-01,11.0
Fekist,18,8,0.0,0.0,0.0,0.0,0,2013-01-21 19:17:27,2013-02-01,244.0
Julian leonardo paez,17,9,0.0,0.0,0.0,8.0,0,2012-11-05 15:19:03,2013-02-01,2096.0
Sbisolo,17,12,0.0,0.0,0.0,1.0,0,2012-11-15 16:13:24,2013-02-01,1855.0
Tiptoety,17,14,0.0,0.0,0.0,8.0,0,2010-01-26 18:26:29,2013-02-01,26429.0
Bibliothèque Dec. 18,17,8,0.0,0.0,0.0,3.0,0,2012-12-18 21:10:06,2013-02-01,1058.0
Jssfrk,16,6,0.0,0.0,0.0,0.0,0,2013-01-16 10:04:10,2013-02-01,373.0
Hikarui,16,15,0.0,0.0,0.0,0.0,0,2013-01-20 12:44:36,2013-02-01,275.0
Szaszicska,16,10,0.0,0.0,0.0,0.0,0,2013-01-18 22:12:07,2013-02-01,313.0
Köllner,16,9,1.0,0.0,0.0,0.0,0,2013-01-17 22:24:49,2013-02-01,337.0
Erasmo Barresi,16,9,0.0,0.0,0.0,1.0,0,2013-01-10 14:39:07,2013-02-01,513.0
EdwardsBot,16,4,0.0,0.0,0.0,58.0,0,2012-11-24 09:07:16,2013-02-01,1646.0
Glavkos,16,11,0.0,0.0,0.0,22.0,0,2012-11-15 08:40:28,2013-02-01,1863.0
86.162.118.236,16,16,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
LavixCanvas,16,4,0.0,0.0,0.0,0.0,0,2012-12-21 10:25:01,2013-02-01,997.0
Astigmatique,16,11,0.0,0.0,0.0,5.0,0,2012-11-24 11:31:40,2013-02-01,1644.0
Trevor,16,8,0.0,0.0,0.0,1.0,0,2013-01-21 08:07:43,2013-02-01,255.0
MARKELLOS,15,11,0.0,0.0,0.0,1.0,0,2013-01-16 11:54:43,2013-02-01,372.0
DL3222,15,5,0.0,0.0,0.0,0.0,0,2013-01-31 16:06:10,2013-02-01,7.0
Kondicherry,15,6,4.0,0.0,0.0,11.0,0,2012-10-30 22:11:32,2013-02-01,2233.0
Maxx,15,7,0.0,0.0,0.0,0.0,0,2013-01-31 06:52:29,2013-02-01,17.0
Porrima,14,9,0.0,0.0,0.0,0.0,0,2013-01-22 21:27:55,2013-02-01,218.0
Ultratomio,14,8,0.0,0.0,0.0,0.0,0,2013-01-31 02:32:38,2013-02-01,21.0
Sakoppi,14,13,0.0,0.0,0.0,0.0,0,2012-11-07 13:50:15,2013-02-01,2050.0
Lokal Profil,14,8,1.0,0.0,0.0,1.0,0,2012-10-31 15:10:35,2013-02-01,2216.0
Frigotoni,14,6,0.0,0.0,0.0,6.0,0,2012-11-08 18:11:49,2013-02-01,2021.0
213.54.73.164,14,13,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
141.136.225.122,14,8,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
26 Ramadan,14,8,0.0,0.0,0.0,0.0,0,2012-11-26 00:51:15,2013-02-01,1607.0
86.178.8.111,14,13,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Thegreatgrabber,14,5,0.0,0.0,0.0,0.0,0,2012-11-25 20:30:29,2013-02-01,1611.0
213.54.73.187,14,12,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Sahityapremi,14,6,0.0,0.0,0.0,0.0,0,2012-11-19 16:15:39,2013-02-01,1759.0
Drahreg01,14,1,0.0,0.0,0.0,0.0,0,2013-01-19 23:25:46,2013-02-01,288.0
213.54.4.243,13,11,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Chris857,13,8,0.0,0.0,0.0,2.0,0,2012-10-31 02:42:13,2013-02-01,2229.0
EugeneZelenko,13,2,0.0,0.0,0.0,10.0,0,2013-01-17 04:18:16,2013-02-01,355.0
Geilamir,13,9,0.0,0.0,0.0,1.0,0,2013-01-16 18:12:33,2013-02-01,365.0
Dono,13,11,0.0,0.0,0.0,0.0,0,2013-01-15 12:52:45,2013-02-01,395.0
Ske,13,10,0.0,0.0,0.0,0.0,0,2013-01-20 17:43:53,2013-02-01,270.0
Szilas,13,10,0.0,0.0,0.0,0.0,0,2013-01-19 08:32:56,2013-02-01,303.0
Misibacsi,12,9,0.0,0.0,0.0,0.0,0,2013-01-15 10:01:02,2013-02-01,397.0
ZxxZxxZ,12,7,3.0,0.0,0.0,24.0,0,2012-04-28 12:22:01,2013-02-01,6683.0
86.143.86.187,12,12,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Shanmugamp7,12,8,1.0,0.0,0.0,4.0,0,2012-10-30 02:30:27,2013-02-01,2253.0
Don-kun,12,3,0.0,0.0,0.0,0.0,0,2012-10-30 22:04:46,2013-02-01,2233.0
Teilzeittroll,12,3,0.0,0.0,0.0,1.0,0,2013-01-14 22:31:10,2013-02-01,409.0
Amarvudol,12,6,0.0,0.0,0.0,2.0,0,2012-11-16 10:09:48,2013-02-01,1837.0
218.221.159.128,12,12,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Itspara,12,4,0.0,0.0,0.0,0.0,0,2013-01-22 04:30:45,2013-02-01,235.0
FourwingsY,12,11,0.0,0.0,0.0,74.0,0,2013-01-10 14:27:22,2013-02-01,513.0
MarcoAurelio,11,9,0.0,0.0,0.0,1.0,0,2009-03-11 19:18:53,2013-02-01,34132.0
קיפודנחש,11,2,0.0,0.0,0.0,5.0,0,2013-01-23 23:38:41,2013-02-01,192.0
87.1.186.16,11,5,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Walkdja,11,1,0.0,0.0,0.0,0.0,0,2013-01-07 14:23:10,2013-02-01,585.0
Peter in s,11,11,0.0,0.0,0.0,0.0,0,2012-11-14 22:24:52,2013-02-01,1873.0
Batareikin,11,8,0.0,0.0,0.0,0.0,0,2012-11-10 14:04:53,2013-02-01,1977.0
Nouill,11,3,0.0,0.0,0.0,11.0,0,2012-11-29 16:36:51,2013-02-01,1519.0
OrenBochman,11,4,0.0,0.0,0.0,0.0,0,2013-01-29 16:09:51,2013-02-01,55.0
Rasmus 28,11,6,0.0,0.0,0.0,66.0,0,2012-11-16 18:23:00,2013-02-01,1829.0
109.90.165.16,11,8,0.0,0.0,0.0,2.0,0,0,2013-02-01,0.0
213.54.156.251,11,9,0.0,0.0,0.0,1.0,0,0,2013-02-01,0.0
77.188.11.220,11,6,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Funkenstern,11,5,0.0,0.0,0.0,0.0,0,2013-01-24 21:04:21,2013-02-01,170.0
SachinvengaData,11,5,4.0,0.0,0.0,0.0,0,2013-01-17 14:14:24,2013-02-01,345.0
Milad A380,11,4,0.0,0.0,0.0,0.0,0,2012-11-16 14:45:30,2013-02-01,1833.0
213.54.158.118,11,10,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
ChristianT,10,3,0.0,0.0,0.0,0.0,0,2012-10-31 02:39:27,2013-02-01,2229.0
31.54.143.251,10,10,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
213.54.156.252,10,10,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Yiyi,10,3,1.0,0.0,0.0,2.0,0,2012-10-30 12:33:02,2013-02-01,2243.0
Ldorfman,10,8,0.0,0.0,0.0,4.0,0,2013-01-30 23:18:01,2013-02-01,24.0
Aros,10,3,0.0,0.0,0.0,2.0,0,2012-12-30 16:34:31,2013-02-01,775.0
Fox Wilson,10,7,0.0,0.0,0.0,2.0,0,2013-01-14 23:14:37,2013-02-01,408.0
BTH,10,6,0.0,0.0,0.0,0.0,0,2013-01-13 14:32:56,2013-02-01,441.0
Timmaexx,10,6,0.0,0.0,0.0,0.0,0,2013-01-14 14:14:29,2013-02-01,417.0
Hektor12,10,7,0.0,0.0,0.0,0.0,0,2013-01-30 10:14:05,2013-02-01,37.0
Rlevente,10,5,0.0,0.0,0.0,0.0,0,2013-01-14 23:56:39,2013-02-01,408.0
Li3939108,10,7,0.0,0.0,0.0,0.0,0,2012-12-31 14:41:09,2013-02-01,753.0
Miodzio3,10,4,0.0,0.0,0.0,0.0,0,2013-01-31 21:42:38,2013-02-01,2.0
Sillent DX,10,1,0.0,0.0,0.0,0.0,0,2013-01-17 12:14:13,2013-02-01,347.0
Entbert,10,6,0.0,0.0,0.0,0.0,0,2012-11-02 23:32:00,2013-02-01,2160.0
93.1.25.37,10,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
213.54.152.87,10,8,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Marv1N,10,4,0.0,0.0,0.0,0.0,0,2013-01-01 18:22:13,2013-02-01,725.0
HvW,10,7,0.0,0.0,0.0,0.0,0,2012-10-30 18:03:57,2013-02-01,2237.0
TBloemink,10,5,8.0,0.0,0.0,15.0,0,2012-10-30 18:15:29,2013-02-01,2237.0
Blackerking,10,5,0.0,0.0,0.0,0.0,0,2013-01-30 09:24:00,2013-02-01,38.0
Koavf,10,7,0.0,0.0,0.0,0.0,0,2008-04-15 03:06:44,2013-02-01,42068.0
Andrew Gray,10,3,0.0,0.0,0.0,0.0,0,2007-12-15 19:08:09,2013-02-01,44980.0
Bináris,9,4,0.0,0.0,0.0,7.0,0,2012-11-11 12:55:19,2013-02-01,1955.0
Artvill,9,2,0.0,0.0,0.0,0.0,0,2013-01-18 21:57:38,2013-02-01,314.0
Jwdietrich2,9,3,0.0,0.0,0.0,0.0,0,2012-11-01 15:43:51,2013-02-01,2192.0
Fmvh,9,3,0.0,0.0,0.0,1.0,0,2013-01-25 12:23:55,2013-02-01,155.0
188.167.52.206,9,5,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Moroboshi,9,4,0.0,0.0,0.0,0.0,0,2012-10-31 06:44:15,2013-02-01,2225.0
Raoli,9,6,0.0,0.0,0.0,13.0,0,2012-10-30 21:12:02,2013-02-01,2234.0
31.53.245.131,9,9,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
77.6.141.1,9,9,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Cantons-de-l'Est,9,5,0.0,0.0,0.0,1.0,0,2013-01-31 15:17:10,2013-02-01,8.0
110.10.137.248,9,6,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
109.48.75.99,8,7,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Kenji,8,8,0.0,0.0,0.0,0.0,0,2012-11-27 23:20:15,2013-02-01,1560.0
Luigi Chiesa,8,2,0.0,0.0,0.0,0.0,0,2012-12-24 21:11:34,2013-02-01,914.0
Laurentius,8,4,0.0,0.0,0.0,1.0,0,2013-01-31 10:04:22,2013-02-01,13.0
Maria.martelli,8,5,0.0,0.0,0.0,0.0,0,2013-01-01 17:40:03,2013-02-01,726.0
Marek Mazurkiewicz,8,6,0.0,0.0,0.0,0.0,0,2012-10-30 13:58:25,2013-02-01,2242.0
Arbitrarily0,8,6,0.0,0.0,0.0,1.0,0,2013-01-27 00:16:59,2013-02-01,119.0
Flying rabbit,8,4,0.0,0.0,0.0,0.0,0,2013-01-29 14:06:41,2013-02-01,57.0
Media watch,8,3,0.0,0.0,0.0,1.0,0,2012-11-13 04:26:33,2013-02-01,1915.0
Steinsplitter,8,7,0.0,0.0,0.0,0.0,0,2012-11-02 22:00:15,2013-02-01,2161.0
151.16.113.142,8,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Jesi,8,3,0.0,0.0,0.0,0.0,0,2012-12-21 13:54:18,2013-02-01,994.0
4th-otaku,8,4,0.0,0.0,0.0,0.0,0,2013-01-13 05:13:17,2013-02-01,450.0
Lystopad,8,6,0.0,0.0,0.0,15.0,0,2012-12-02 18:08:31,2013-02-01,1445.0
Joe-Tomato,8,2,0.0,0.0,0.0,0.0,0,2012-12-20 11:24:22,2013-02-01,1020.0
Chiyako92,7,4,0.0,0.0,0.0,0.0,0,2013-01-31 15:42:56,2013-02-01,8.0
Karmela,7,5,0.0,0.0,0.0,0.0,0,2012-12-01 00:35:25,2013-02-01,1487.0
81.182.201.98,7,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
EUvin,7,2,0.0,0.0,0.0,1.0,0,2012-11-29 21:57:07,2013-02-01,1514.0
Meister,7,4,0.0,0.0,0.0,0.0,0,2013-01-14 13:56:04,2013-02-01,418.0
Sabbut,7,1,0.0,0.0,0.0,0.0,0,2013-01-02 14:53:51,2013-02-01,705.0
Siechfred,7,7,0.0,0.0,0.0,0.0,0,2012-12-23 13:45:01,2013-02-01,946.0
Fulax,7,6,0.0,0.0,0.0,23.0,0,2013-01-12 13:42:29,2013-02-01,466.0
MichaelSchoenitzer,7,5,0.0,0.0,0.0,0.0,0,2012-10-30 22:05:41,2013-02-01,2233.0
Eloy,7,5,0.0,0.0,0.0,0.0,0,2013-01-15 04:54:12,2013-02-01,403.0
"This, that and the other",7,5,0.0,0.0,0.0,12.0,0,2012-08-03 07:33:18,2013-02-01,4360.0
Sumone10154,7,3,1.0,0.0,0.0,1.0,0,2012-11-02 18:09:44,2013-02-01,2165.0
İncelemeelemani,7,3,0.0,0.0,0.0,0.0,0,2012-08-30 19:53:05,2013-02-01,3700.0
Hurricanefan24,7,2,1.0,0.0,0.0,6.0,0,2012-11-11 13:39:51,2013-02-01,1954.0
151.16.18.90,7,4,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
2.192.223.37,7,6,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Нойе Цюрхер Цайтунг 1995,7,7,0.0,0.0,0.0,0.0,0,2012-12-30 17:12:34,2013-02-01,774.0
Kovu007,7,5,0.0,0.0,0.0,0.0,0,2013-01-21 00:03:51,2013-02-01,263.0
Euterpia,7,2,2.0,0.0,0.0,0.0,0,2012-10-30 12:33:27,2013-02-01,2243.0
Пробегающий,7,5,0.0,0.0,0.0,0.0,0,2013-01-16 10:17:58,2013-02-01,373.0
DrTrigon,6,2,0.0,0.0,0.0,0.0,0,2012-12-16 10:09:26,2013-02-01,1117.0
Crufjsa,6,3,0.0,0.0,0.0,0.0,0,2013-01-30 14:58:30,2013-02-01,33.0
Bookman~wikidatawiki,6,3,0.0,0.0,0.0,3.0,0,2012-11-12 00:10:49,2013-02-01,1943.0
Mobyduck,6,3,0.0,0.0,0.0,0.0,0,2013-01-25 01:36:26,2013-02-01,166.0
Lord Possum,6,3,0.0,0.0,0.0,1.0,0,2013-01-28 09:16:32,2013-02-01,86.0
Piraeus,6,6,0.0,0.0,0.0,4.0,0,2013-01-25 22:29:23,2013-02-01,145.0
195.199.240.86,6,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
151.55.146.209,6,5,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Fausto,6,2,0.0,0.0,0.0,0.0,0,2013-01-19 23:58:27,2013-02-01,288.0
Crazy Ivan,6,5,0.0,0.0,0.0,0.0,0,2013-01-23 16:22:03,2013-02-01,199.0
213.215.41.246,6,4,0.0,0.0,0.0,8.0,0,0,2013-02-01,0.0
Threecharlie,6,4,0.0,0.0,0.0,0.0,0,2013-01-31 02:24:14,2013-02-01,21.0
6F6~wikidatawiki,6,2,0.0,0.0,0.0,0.0,0,2013-01-20 13:58:04,2013-02-01,274.0
朝彦,6,1,0.0,0.0,0.0,1.0,0,2012-12-07 02:21:34,2013-02-01,1341.0
Hawk-Eye,6,5,0.0,0.0,0.0,1.0,0,2013-01-29 18:24:43,2013-02-01,53.0
Grouah,6,3,0.0,0.0,0.0,0.0,0,2013-01-04 20:45:12,2013-02-01,651.0
Jopparn,6,4,0.0,0.0,0.0,0.0,0,2013-01-14 22:04:43,2013-02-01,409.0
Vale93b,6,4,0.0,0.0,0.0,0.0,0,2013-01-29 17:06:34,2013-02-01,54.0
Cheers!,6,1,0.0,0.0,0.0,0.0,0,2013-01-17 05:53:00,2013-02-01,354.0
Phoebe,6,3,0.0,0.0,0.0,0.0,0,2013-01-09 03:44:03,2013-02-01,548.0
Deansfa,5,2,0.0,0.0,0.0,0.0,0,2012-10-30 14:22:58,2013-02-01,2241.0
TintoMeches,5,1,0.0,0.0,0.0,0.0,0,2012-11-02 23:33:28,2013-02-01,2160.0
Vyom25,5,3,0.0,0.0,0.0,0.0,0,2013-01-01 07:38:32,2013-02-01,736.0
Badseed,5,3,0.0,0.0,0.0,12.0,0,2012-12-29 23:15:44,2013-02-01,792.0
XIIIfromTOKYO,5,1,0.0,0.0,0.0,0.0,0,2013-01-10 09:42:57,2013-02-01,518.0
Michael Barera,5,5,0.0,0.0,0.0,0.0,0,2012-12-08 04:42:35,2013-02-01,1315.0
Vituzzu,5,3,0.0,0.0,0.0,6.0,0,2012-10-30 12:19:25,2013-02-01,2243.0
Magyazo,5,1,0.0,0.0,0.0,0.0,0,2013-01-28 04:38:06,2013-02-01,91.0
Alan,5,3,0.0,0.0,0.0,0.0,0,2013-01-05 03:09:34,2013-02-01,644.0
Faizanalivarya,5,2,0.0,0.0,0.0,0.0,0,2013-01-27 20:27:57,2013-02-01,99.0
Ruslik0,5,5,0.0,0.0,0.0,3.0,0,2009-01-12 11:13:17,2013-02-01,35532.0
Ghaly,5,5,3.0,0.0,0.0,0.0,0,2013-01-19 18:45:56,2013-02-01,293.0
109.64.80.81,5,5,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
108.79.229.177,5,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
194.9.121.99,5,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Hlm Z.,5,3,0.0,0.0,0.0,2.0,0,2013-01-07 18:51:13,2013-02-01,581.0
Meronim,5,1,0.0,0.0,0.0,0.0,0,2013-01-31 18:22:09,2013-02-01,5.0
Koji,5,2,0.0,0.0,0.0,0.0,0,2013-01-16 13:30:06,2013-02-01,370.0
86.182.102.151,5,5,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
D.W.,5,4,0.0,0.0,0.0,0.0,0,2013-01-02 21:37:27,2013-02-01,698.0
Ihatepc,5,3,0.0,0.0,0.0,1.0,0,2013-01-14 09:21:16,2013-02-01,422.0
MZaplotnik,5,2,0.0,0.0,0.0,0.0,0,2012-11-06 19:19:13,2013-02-01,2068.0
Alfio66,5,5,0.0,0.0,0.0,0.0,0,2013-01-30 21:51:36,2013-02-01,26.0
Janezdrilc,5,2,0.0,0.0,0.0,0.0,0,2013-01-03 16:04:49,2013-02-01,679.0
Aplasia,5,2,0.0,0.0,0.0,0.0,0,2012-10-30 17:05:21,2013-02-01,2238.0
Snipre,5,5,0.0,0.0,0.0,27.0,0,2012-10-29 20:42:53,2013-02-01,2259.0
78.73.94.165,5,5,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Tacsipacsi,5,4,0.0,0.0,0.0,0.0,0,2012-11-23 13:13:48,2013-02-01,1666.0
Pyfisch,5,3,0.0,0.0,0.0,0.0,0,2013-01-23 14:53:27,2013-02-01,201.0
Julian Mendez,5,5,0.0,0.0,0.0,9.0,0,2008-08-18 16:37:18,2013-02-01,39055.0
Fabsouza1,5,2,0.0,0.0,0.0,0.0,0,2013-01-12 18:05:44,2013-02-01,461.0
Plucas58,5,4,0.0,0.0,0.0,0.0,0,2013-01-31 20:09:21,2013-02-01,3.0
Whym,5,3,0.0,0.0,0.0,0.0,0,2013-01-20 03:41:46,2013-02-01,284.0
82.117.201.26,5,4,0.0,0.0,0.0,1.0,0,0,2013-02-01,0.0
RanZag,4,2,0.0,0.0,0.0,0.0,0,2012-11-11 15:39:32,2013-02-01,1952.0
Hubertl,4,2,0.0,0.0,0.0,0.0,0,2013-01-31 09:58:27,2013-02-01,14.0
A455bcd9,4,1,0.0,0.0,0.0,0.0,0,2013-01-15 20:31:55,2013-02-01,387.0
Hoo man,4,4,0.0,0.0,0.0,6.0,0,2012-11-01 00:21:16,2013-02-01,2207.0
213.54.112.134,4,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
37.1.178.141,4,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Jackie,4,4,0.0,0.0,0.0,0.0,0,2012-12-13 14:04:08,2013-02-01,1185.0
BetaBot,4,4,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Bean49,4,1,0.0,0.0,0.0,1.0,0,2013-01-15 20:53:43,2013-02-01,387.0
Emw,4,3,0.0,0.0,0.0,5.0,0,2012-11-30 04:10:19,2013-02-01,1507.0
79.168.51.74,4,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
109.48.76.99,4,4,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
137.129.13.91,4,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Eukesh,4,4,0.0,0.0,0.0,0.0,0,2013-01-15 18:29:42,2013-02-01,389.0
Rafael Zink,4,2,0.0,0.0,0.0,0.0,0,2013-01-05 13:47:25,2013-02-01,634.0
37.49.32.85,4,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Albe ni,4,2,0.0,0.0,0.0,2.0,0,2012-12-30 11:30:49,2013-02-01,780.0
82.170.182.74,4,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
80.98.222.221,4,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Alexander Shatulin,4,3,0.0,0.0,0.0,0.0,0,2012-11-01 10:35:12,2013-02-01,2197.0
99.149.72.121,4,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
M.casanova,4,1,0.0,0.0,0.0,0.0,0,2013-01-17 13:48:57,2013-02-01,346.0
Ltrlg,4,4,0.0,0.0,0.0,7.0,0,2012-10-30 11:09:58,2013-02-01,2244.0
213.54.0.47,4,3,0.0,0.0,0.0,1.0,0,0,2013-02-01,0.0
Draceane,4,3,0.0,0.0,0.0,13.0,0,2012-12-06 15:09:53,2013-02-01,1352.0
DoppioM,4,1,0.0,0.0,0.0,0.0,0,2012-11-08 15:40:13,2013-02-01,2024.0
Jeblad,4,3,0.0,0.0,0.0,116.0,0,0,2013-02-01,0.0
217.6.95.140,4,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Remi Mathis,4,3,0.0,0.0,0.0,0.0,0,2013-01-29 11:43:10,2013-02-01,60.0
Se4598,4,2,0.0,0.0,0.0,0.0,0,2012-10-30 12:21:15,2013-02-01,2243.0
Otourly,4,2,0.0,0.0,0.0,0.0,0,2012-10-30 14:41:39,2013-02-01,2241.0
Ogodej,4,4,0.0,0.0,0.0,0.0,0,2013-01-15 20:01:40,2013-02-01,387.0
213.54.98.99,4,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
JAn,4,3,0.0,0.0,0.0,1.0,0,2013-01-06 12:18:53,2013-02-01,611.0
Rosenzweig,4,2,0.0,0.0,0.0,0.0,0,2012-10-30 23:06:54,2013-02-01,2232.0
89.126.17.221,4,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
84.151.34.147,4,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
2001:6F8:124A:0:0:0:0:5,4,4,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Hair,4,3,0.0,0.0,0.0,0.0,0,2013-01-25 00:27:37,2013-02-01,167.0
79.9.184.164,4,3,0.0,0.0,0.0,1.0,0,0,2013-02-01,0.0
Jane023,4,2,0.0,0.0,0.0,2.0,0,2012-12-06 16:22:41,2013-02-01,1351.0
178.25.126.53,4,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
VargaA,4,3,0.0,0.0,0.0,0.0,0,2013-01-20 13:19:09,2013-02-01,274.0
86.148.111.226,4,4,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
2.228.140.68,4,4,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Koryakov Yuri,4,2,0.0,0.0,0.0,0.0,0,2013-01-27 17:54:11,2013-02-01,102.0
Franco56,4,3,0.0,0.0,0.0,0.0,0,2012-10-30 23:14:18,2013-02-01,2232.0
Yurik,3,2,0.0,0.0,0.0,0.0,0,2013-01-26 20:56:28,2013-02-01,123.0
He7d3r,3,1,0.0,0.0,0.0,18.0,0,2012-11-03 18:16:13,2013-02-01,2141.0
Awoninet,3,1,0.0,0.0,0.0,0.0,0,2013-01-02 14:43:46,2013-02-01,705.0
109.48.75.212,3,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Zulu55data,3,3,0.0,0.0,0.0,6.0,0,2013-01-15 11:54:56,2013-02-01,396.0
Ansumang,3,3,0.0,0.0,0.0,4.0,0,2013-01-07 20:50:53,2013-02-01,579.0
Hoff1980,3,3,0.0,0.0,0.0,1.0,0,2012-11-05 15:48:34,2013-02-01,2096.0
ליאור,3,1,0.0,0.0,0.0,0.0,0,2013-01-30 13:27:24,2013-02-01,34.0
Antonio1952,3,3,0.0,0.0,0.0,0.0,0,2013-01-31 18:55:55,2013-02-01,5.0
Abián,3,2,0.0,0.0,0.0,0.0,0,2012-11-20 15:13:18,2013-02-01,1736.0
Wolfgang42,3,3,0.0,0.0,0.0,0.0,0,2013-01-10 03:18:08,2013-02-01,524.0
FocalPoint,3,2,0.0,0.0,0.0,1.0,0,2013-01-18 15:40:40,2013-02-01,320.0
85.91.81.31,3,1,0.0,0.0,0.0,3.0,0,0,2013-02-01,0.0
A-tran,3,2,0.0,0.0,0.0,0.0,0,2013-01-04 07:56:13,2013-02-01,664.0
Ypnypn,3,2,0.0,0.0,0.0,3.0,0,2012-11-23 18:07:52,2013-02-01,1661.0
B.Zsolt,3,3,0.0,0.0,0.0,0.0,0,2013-01-18 11:21:08,2013-02-01,324.0
Daranz,3,3,0.0,0.0,0.0,0.0,0,2013-01-13 22:51:43,2013-02-01,433.0
109.48.74.250,3,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
